Código de proyecto,Área,Prioridad,Presupuesto,Complejidad técnica,Número de dependencias asociadas,Fecha de inicio de ejecución,Fecha de uso por el cliente planificada,Fecha fin de ejecución,Fecha pase a producción,Fecha de uso por el cliente,Time to market
SDATOOL-8063,T&C,Media,"S/.307,199.00",Alta,7,18/07/2020,05/05/2021,22/06/2021,07/07/2021,09/07/2021,356
SDATOOL-3524,RIC,Media,"S/.283,441.00",Alta,5,09/03/2019,19/01/2020,01/02/2020,23/02/2020,28/02/2020,356
SDATOOL-7914,T&C,Media,"S/.265,298.00",Alta,4,18/03/2023,26/01/2024,29/02/2024,07/03/2024,08/03/2024,356
SDATOOL-5011,FIN,Baja,"S/.263,408.00",Alta,4,02/05/2022,10/02/2023,02/04/2023,16/04/2023,23/04/2023,356
SDATOOL-8552,T&C,Baja,"S/.233,306.00",Alta,3,19/11/2021,28/08/2022,16/10/2022,31/10/2022,10/11/2022,356
SDATOOL-7683,RIC,Media,"S/.236,646.00",Alta,2,13/12/2022,09/11/2023,22/11/2023,03/12/2023,04/12/2023,356
SDATOOL-4912,ENG,Alta,"S/.218,700.00",Media,10,07/06/2024,21/02/2025,28/04/2025,19/05/2025,28/05/2025,355
SDATOOL-3946,GRM,Media,"S/.373,563.00",Alta,10,18/02/2019,17/02/2020,05/01/2020,03/02/2020,08/02/2020,355
SDATOOL-5109,ENG,Alta,"S/.388,996.00",Alta,10,24/01/2019,14/11/2019,29/12/2019,11/01/2020,14/01/2020,355
SDATOOL-3749,T&C,Alta,"S/.366,558.00",Alta,9,13/05/2020,11/04/2021,29/03/2021,25/04/2021,03/05/2021,355
SDATOOL-5291,RCS,Alta,"S/.319,972.00",Alta,7,30/04/2021,23/03/2022,18/03/2022,11/04/2022,20/04/2022,355
SDATOOL-5717,FIN,Alta,"S/.309,949.00",Alta,7,17/01/2024,01/12/2024,22/12/2024,03/01/2025,06/01/2025,355
SDATOOL-5839,CIB,Media,"S/.304,558.00",Alta,7,03/08/2020,18/07/2021,01/07/2021,22/07/2021,24/07/2021,355
SDATOOL-5718,RCS,Alta,"S/.296,603.00",Alta,6,04/01/2020,23/11/2020,28/11/2020,23/12/2020,24/12/2020,355
SDATOOL-7608,RCS,Alta,"S/.290,964.00",Alta,6,04/10/2022,12/09/2023,29/08/2023,20/09/2023,24/09/2023,355
SDATOOL-5095,RIC,Media,"S/.264,143.00",Alta,4,13/12/2019,22/10/2020,16/11/2020,24/11/2020,02/12/2020,355
SDATOOL-9447,GRM,Media,"S/.257,171.00",Alta,4,11/07/2020,01/07/2021,09/06/2021,25/06/2021,01/07/2021,355
SDATOOL-3369,CIB,Alta,"S/.259,653.00",Alta,4,20/11/2019,20/08/2020,06/10/2020,03/11/2020,09/11/2020,355
SDATOOL-6412,GRM,Alta,"S/.229,900.00",Alta,3,20/10/2020,17/09/2021,02/09/2021,30/09/2021,10/10/2021,355
SDATOOL-9901,FIN,Alta,"S/.233,898.00",Alta,2,12/05/2023,07/04/2024,01/04/2024,30/04/2024,01/05/2024,355
SDATOOL-9785,CIB,Media,"S/.230,186.00",Alta,2,19/05/2024,05/04/2025,05/04/2025,04/05/2025,09/05/2025,355
SDATOOL-3197,RIC,Alta,"S/.218,423.00",Alta,2,06/05/2022,20/02/2023,02/04/2023,18/04/2023,26/04/2023,355
SDATOOL-3329,GRM,Alta,"S/.381,148.00",Alta,10,10/08/2020,16/07/2021,14/07/2021,26/07/2021,30/07/2021,354
SDATOOL-2296,FIN,Media,"S/.279,727.00",Alta,5,25/05/2019,20/04/2020,24/04/2020,06/05/2020,13/05/2020,354
SDATOOL-9622,FIN,Baja,"S/.274,071.00",Alta,5,18/08/2022,20/07/2023,22/07/2023,06/08/2023,07/08/2023,354
SDATOOL-8807,CCS,Baja,"S/.217,622.00",Alta,2,24/11/2021,21/10/2022,27/10/2022,03/11/2022,13/11/2022,354
SDATOOL-1880,CIB,Alta,"S/.230,257.00",Alta,2,01/05/2024,17/04/2025,25/03/2025,14/04/2025,20/04/2025,354
SDATOOL-5833,GRM,Alta,"S/.202,173.00",Alta,1,20/05/2019,14/05/2020,17/04/2020,06/05/2020,08/05/2020,354
SDATOOL-3974,RCS,Media,"S/.214,439.00",Alta,1,21/11/2023,16/10/2024,21/10/2024,05/11/2024,09/11/2024,354
SDATOOL-7658,RCS,Media,"S/.219,726.00",Alta,1,24/12/2022,28/11/2023,24/11/2023,06/12/2023,13/12/2023,354
SDATOOL-1160,CIB,Media,"S/.222,793.00",Media,10,05/06/2023,23/02/2024,24/04/2024,21/05/2024,23/05/2024,353
SDATOOL-5237,RIC,Media,"S/.358,724.00",Alta,9,25/05/2019,28/02/2020,07/04/2020,06/05/2020,12/05/2020,353
SDATOOL-1379,RCS,Media,"S/.354,824.00",Alta,9,27/09/2023,20/09/2024,27/08/2024,07/09/2024,14/09/2024,353
SDATOOL-9917,FIN,Alta,"S/.288,383.00",Alta,5,11/06/2024,12/05/2025,21/05/2025,28/05/2025,30/05/2025,353
SDATOOL-2298,FIN,Alta,"S/.270,503.00",Alta,4,19/02/2024,28/01/2025,15/01/2025,02/02/2025,06/02/2025,353
SDATOOL-6679,FIN,Media,"S/.266,107.00",Alta,4,07/04/2021,21/02/2022,05/03/2022,22/03/2022,26/03/2022,353
SDATOOL-7216,CIB,Baja,"S/.202,222.00",Alta,1,29/01/2023,03/01/2024,19/12/2023,10/01/2024,17/01/2024,353
SDATOOL-6097,CIB,Alta,"S/.360,428.00",Alta,10,05/10/2019,16/09/2020,22/08/2020,15/09/2020,21/09/2020,352
SDATOOL-4031,ENG,Alta,"S/.220,360.00",Media,9,15/10/2019,21/06/2020,10/09/2020,30/09/2020,01/10/2020,352
SDATOOL-2573,FIN,Baja,"S/.335,437.00",Alta,8,06/03/2020,01/02/2021,26/01/2021,19/02/2021,21/02/2021,352
SDATOOL-2537,FIN,Baja,"S/.323,525.00",Alta,8,25/11/2020,29/08/2021,25/10/2021,05/11/2021,12/11/2021,352
SDATOOL-9747,CIB,Baja,"S/.322,898.00",Alta,8,26/07/2024,27/06/2025,03/07/2025,11/07/2025,13/07/2025,352
SDATOOL-8693,ENG,Alta,"S/.308,756.00",Alta,6,24/11/2022,20/10/2023,13/10/2023,10/11/2023,11/11/2023,352
SDATOOL-8810,RIC,Media,"S/.309,305.00",Alta,6,06/08/2022,03/07/2023,07/07/2023,22/07/2023,24/07/2023,352
SDATOOL-6891,RIC,Media,"S/.276,072.00",Alta,5,19/01/2022,20/12/2022,01/12/2022,28/12/2022,06/01/2023,352
SDATOOL-7245,ENG,Media,"S/.249,874.00",Alta,4,26/01/2020,16/12/2020,27/12/2020,03/01/2021,12/01/2021,352
SDATOOL-3008,RIC,Media,"S/.231,492.00",Alta,3,08/06/2022,13/05/2023,14/05/2023,21/05/2023,26/05/2023,352
SDATOOL-3823,CCS,Media,"S/.369,122.00",Alta,10,30/03/2019,27/03/2020,28/02/2020,10/03/2020,15/03/2020,351
SDATOOL-1167,CIB,Media,"S/.230,242.00",Media,10,03/01/2020,17/09/2020,13/11/2020,09/12/2020,19/12/2020,351
SDATOOL-7883,FIN,Media,"S/.386,287.00",Alta,10,12/11/2021,09/08/2022,15/10/2022,25/10/2022,29/10/2022,351
SDATOOL-3830,RCS,Media,"S/.388,245.00",Alta,10,07/04/2024,15/03/2025,27/02/2025,22/03/2025,24/03/2025,351
SDATOOL-8042,FIN,Media,"S/.325,138.00",Alta,8,30/10/2022,20/09/2023,12/09/2023,06/10/2023,16/10/2023,351
SDATOOL-7240,RIC,Alta,"S/.351,872.00",Alta,8,23/02/2020,31/01/2021,13/01/2021,31/01/2021,08/02/2021,351
SDATOOL-7724,FIN,Alta,"S/.322,727.00",Alta,8,25/09/2019,22/08/2020,29/08/2020,05/09/2020,10/09/2020,351
SDATOOL-2101,ENG,Alta,"S/.326,724.00",Alta,7,07/12/2021,27/09/2022,27/10/2022,17/11/2022,23/11/2022,351
SDATOOL-1557,CCS,Alta,"S/.289,042.00",Alta,6,09/08/2019,21/06/2020,11/07/2020,23/07/2020,25/07/2020,351
SDATOOL-7182,RCS,Media,"S/.279,580.00",Alta,5,28/06/2023,31/05/2024,15/05/2024,03/06/2024,13/06/2024,351
SDATOOL-8919,RCS,Baja,"S/.265,248.00",Alta,4,29/02/2024,13/02/2025,22/01/2025,09/02/2025,14/02/2025,351
SDATOOL-2109,FIN,Media,"S/.244,635.00",Alta,3,17/06/2024,11/06/2025,21/05/2025,01/06/2025,03/06/2025,351
SDATOOL-1987,RCS,Media,"S/.239,894.00",Alta,3,20/12/2020,14/10/2021,08/11/2021,28/11/2021,06/12/2021,351
SDATOOL-2986,ENG,Alta,"S/.233,493.00",Alta,2,21/06/2019,21/04/2020,15/05/2020,30/05/2020,06/06/2020,351
SDATOOL-7802,ENG,Baja,"S/.368,585.00",Alta,10,06/12/2019,28/10/2020,19/10/2020,13/11/2020,20/11/2020,350
SDATOOL-5789,GRM,Media,"S/.218,486.00",Alta,1,07/04/2021,19/03/2022,19/02/2022,14/03/2022,23/03/2022,350
SDATOOL-4322,CCS,Media,"S/.380,669.00",Alta,10,01/10/2020,05/07/2021,25/08/2021,11/09/2021,15/09/2021,349
SDATOOL-7043,ENG,Media,"S/.224,107.00",Media,9,24/02/2021,11/11/2021,25/01/2022,05/02/2022,08/02/2022,349
SDATOOL-1790,T&C,Alta,"S/.289,246.00",Alta,6,29/11/2023,21/11/2024,11/10/2024,09/11/2024,12/11/2024,349
SDATOOL-2432,ENG,Alta,"S/.249,773.00",Alta,4,24/01/2021,14/12/2021,16/12/2021,06/01/2022,08/01/2022,349
SDATOOL-5104,RIC,Media,"S/.270,699.00",Alta,4,07/02/2022,20/01/2023,07/01/2023,14/01/2023,22/01/2023,349
SDATOOL-7059,CIB,Baja,"S/.243,823.00",Alta,3,16/06/2021,02/05/2022,02/05/2022,29/05/2022,31/05/2022,349
SDATOOL-8796,GRM,Alta,"S/.216,031.00",Alta,2,04/10/2024,24/08/2025,22/08/2025,11/09/2025,18/09/2025,349
SDATOOL-3935,RCS,Media,"S/.213,044.00",Alta,1,05/04/2019,19/03/2020,24/02/2020,18/03/2020,19/03/2020,349
SDATOOL-5920,ENG,Alta,"S/.358,214.00",Alta,9,22/05/2023,20/03/2024,10/04/2024,28/04/2024,04/05/2024,348
SDATOOL-4292,RIC,Media,"S/.346,692.00",Alta,8,18/04/2019,29/03/2020,14/03/2020,25/03/2020,31/03/2020,348
SDATOOL-1143,CIB,Media,"S/.305,483.00",Alta,6,27/07/2024,25/07/2025,22/06/2025,04/07/2025,10/07/2025,348
SDATOOL-8671,CIB,Alta,"S/.276,798.00",Alta,5,01/01/2019,18/12/2019,24/11/2019,12/12/2019,15/12/2019,348
SDATOOL-7720,FIN,Media,"S/.287,143.00",Alta,5,03/12/2019,24/09/2020,27/10/2020,05/11/2020,15/11/2020,348
SDATOOL-7283,ENG,Alta,"S/.289,581.00",Alta,5,14/09/2024,13/08/2025,13/08/2025,25/08/2025,28/08/2025,348
SDATOOL-6196,CIB,Media,"S/.262,456.00",Alta,4,25/05/2019,11/05/2020,16/04/2020,05/05/2020,07/05/2020,348
SDATOOL-2149,CCS,Alta,"S/.250,793.00",Alta,4,02/09/2022,09/08/2023,29/07/2023,10/08/2023,16/08/2023,348
SDATOOL-9321,RCS,Alta,"S/.234,017.00",Alta,3,12/08/2024,24/05/2025,30/06/2025,23/07/2025,26/07/2025,348
SDATOOL-3441,RCS,Baja,"S/.201,878.00",Alta,1,23/05/2021,21/03/2022,07/04/2022,02/05/2022,06/05/2022,348
SDATOOL-1391,RIC,Media,"S/.225,621.00",Media,10,06/06/2023,16/02/2024,08/05/2024,17/05/2024,18/05/2024,347
SDATOOL-8534,T&C,Media,"S/.378,518.00",Alta,10,18/12/2023,28/11/2024,29/10/2024,23/11/2024,29/11/2024,347
SDATOOL-1239,ENG,Media,"S/.342,135.00",Alta,8,04/12/2020,23/09/2021,27/10/2021,15/11/2021,16/11/2021,347
SDATOOL-5458,ENG,Media,"S/.285,973.00",Alta,6,23/07/2023,09/06/2024,02/06/2024,27/06/2024,04/07/2024,347
SDATOOL-2918,ENG,Baja,"S/.293,019.00",Alta,6,18/06/2021,06/05/2022,01/05/2022,24/05/2022,31/05/2022,347
SDATOOL-7358,CCS,Alta,"S/.277,142.00",Alta,5,04/03/2019,11/02/2020,19/01/2020,09/02/2020,14/02/2020,347
SDATOOL-9877,CIB,Baja,"S/.273,127.00",Alta,5,13/03/2022,05/02/2023,05/02/2023,21/02/2023,23/02/2023,347
SDATOOL-8189,ENG,Media,"S/.266,864.00",Alta,4,01/09/2021,04/08/2022,02/08/2022,12/08/2022,14/08/2022,347
SDATOOL-3443,RCS,Media,"S/.257,064.00",Alta,3,17/04/2023,24/03/2024,14/03/2024,21/03/2024,29/03/2024,347
SDATOOL-1990,ENG,Media,"S/.234,973.00",Alta,2,17/03/2019,24/12/2019,26/01/2020,23/02/2020,27/02/2020,347
SDATOOL-2774,RIC,Alta,"S/.232,296.00",Alta,2,10/09/2021,13/08/2022,30/07/2022,17/08/2022,23/08/2022,347
SDATOOL-8572,CCS,Media,"S/.222,906.00",Media,10,04/06/2020,23/02/2021,03/05/2021,12/05/2021,16/05/2021,346
SDATOOL-6993,ENG,Alta,"S/.207,705.00",Media,9,16/12/2022,14/08/2023,04/11/2023,20/11/2023,27/11/2023,346
SDATOOL-3538,ENG,Alta,"S/.310,330.00",Alta,7,07/05/2021,14/02/2022,02/04/2022,17/04/2022,18/04/2022,346
SDATOOL-2779,FIN,Alta,"S/.326,585.00",Alta,7,03/10/2020,11/09/2021,09/08/2021,06/09/2021,14/09/2021,346
SDATOOL-4034,T&C,Media,"S/.301,289.00",Alta,6,27/01/2024,02/01/2025,14/12/2024,05/01/2025,07/01/2025,346
SDATOOL-7695,CCS,Media,"S/.294,511.00",Alta,6,19/04/2020,28/03/2021,12/03/2021,24/03/2021,31/03/2021,346
SDATOOL-8401,CCS,Media,"S/.282,895.00",Alta,5,11/02/2024,18/01/2025,07/01/2025,16/01/2025,22/01/2025,346
SDATOOL-8091,GRM,Baja,"S/.258,952.00",Alta,4,04/12/2020,04/10/2021,22/10/2021,13/11/2021,15/11/2021,346
SDATOOL-6443,GRM,Media,"S/.233,738.00",Alta,3,26/08/2022,29/07/2023,08/07/2023,28/07/2023,07/08/2023,346
SDATOOL-7500,GRM,Media,"S/.241,092.00",Alta,3,03/03/2024,06/02/2025,18/01/2025,11/02/2025,12/02/2025,346
SDATOOL-7437,FIN,Baja,"S/.220,219.00",Alta,2,03/06/2022,13/04/2023,22/04/2023,09/05/2023,15/05/2023,346
SDATOOL-3966,ENG,Baja,"S/.361,373.00",Alta,10,15/10/2021,11/10/2022,06/09/2022,24/09/2022,25/09/2022,345
SDATOOL-1397,T&C,Media,"S/.367,177.00",Alta,10,18/02/2021,26/01/2022,22/12/2021,19/01/2022,29/01/2022,345
SDATOOL-5393,CIB,Baja,"S/.188,469.00",Media,8,15/03/2024,19/11/2024,29/01/2025,13/02/2025,23/02/2025,345
SDATOOL-7035,CIB,Alta,"S/.324,496.00",Alta,7,01/11/2020,23/09/2021,03/09/2021,02/10/2021,12/10/2021,345
SDATOOL-4097,GRM,Media,"S/.269,385.00",Alta,5,17/03/2023,10/02/2024,26/01/2024,22/02/2024,25/02/2024,345
SDATOOL-1635,FIN,Media,"S/.235,634.00",Alta,3,11/10/2019,01/10/2020,04/09/2020,14/09/2020,20/09/2020,345
SDATOOL-3018,ENG,Alta,"S/.242,978.00",Alta,3,27/01/2024,10/11/2024,09/12/2024,01/01/2025,06/01/2025,345
SDATOOL-5898,CCS,Media,"S/.214,014.00",Alta,2,22/02/2021,20/12/2021,05/01/2022,24/01/2022,02/02/2022,345
SDATOOL-3054,ENG,Media,"S/.194,615.00",Alta,1,03/12/2022,21/10/2023,20/10/2023,06/11/2023,13/11/2023,345
SDATOOL-1349,CCS,Baja,"S/.195,297.00",Alta,1,21/08/2019,28/06/2020,13/07/2020,29/07/2020,31/07/2020,345
SDATOOL-8599,FIN,Alta,"S/.232,760.00",Media,10,27/11/2019,10/08/2020,01/10/2020,28/10/2020,05/11/2020,344
SDATOOL-2797,RIC,Media,"S/.362,177.00",Alta,9,26/01/2021,25/12/2021,22/12/2021,01/01/2022,05/01/2022,344
SDATOOL-3794,ENG,Alta,"S/.346,977.00",Alta,8,20/01/2023,04/01/2024,15/12/2023,25/12/2023,30/12/2023,344
SDATOOL-4774,RCS,Baja,"S/.313,089.00",Alta,7,07/07/2024,19/05/2025,18/05/2025,08/06/2025,16/06/2025,344
SDATOOL-1849,T&C,Media,"S/.328,935.00",Alta,7,24/06/2023,20/06/2024,20/05/2024,27/05/2024,02/06/2024,344
SDATOOL-1154,ENG,Media,"S/.296,182.00",Alta,6,19/12/2019,21/10/2020,04/11/2020,24/11/2020,27/11/2020,344
SDATOOL-5894,GRM,Media,"S/.285,750.00",Alta,5,09/06/2021,29/03/2022,16/04/2022,15/05/2022,19/05/2022,344
SDATOOL-4575,CCS,Media,"S/.246,068.00",Alta,3,13/04/2021,03/02/2022,09/03/2022,20/03/2022,23/03/2022,344
SDATOOL-1695,CIB,Baja,"S/.226,736.00",Alta,2,18/02/2023,12/01/2024,19/01/2024,26/01/2024,28/01/2024,344
SDATOOL-3476,GRM,Alta,"S/.196,341.00",Alta,1,20/07/2023,07/05/2024,12/06/2024,23/06/2024,28/06/2024,344
SDATOOL-5600,FIN,Alta,"S/.193,495.00",Alta,1,16/09/2023,31/07/2024,14/08/2024,24/08/2024,25/08/2024,344
SDATOOL-2603,RIC,Media,"S/.215,990.00",Alta,1,27/09/2024,28/06/2025,04/08/2025,30/08/2025,06/09/2025,344
SDATOOL-4519,CIB,Baja,"S/.219,464.00",Media,10,05/01/2019,15/09/2019,04/12/2019,13/12/2019,14/12/2019,343
SDATOOL-7390,FIN,Media,"S/.336,679.00",Alta,8,15/06/2019,27/04/2020,21/04/2020,15/05/2020,23/05/2020,343
SDATOOL-8048,RIC,Alta,"S/.331,334.00",Alta,7,02/08/2024,24/05/2025,23/06/2025,03/07/2025,11/07/2025,343
SDATOOL-4833,ENG,Media,"S/.312,993.00",Alta,6,12/03/2022,01/02/2023,08/02/2023,16/02/2023,18/02/2023,343
SDATOOL-7546,FIN,Alta,"S/.282,744.00",Alta,5,18/04/2024,04/04/2025,01/03/2025,20/03/2025,27/03/2025,343
SDATOOL-6122,GRM,Baja,"S/.268,841.00",Alta,5,23/10/2023,12/08/2024,28/08/2024,20/09/2024,30/09/2024,343
SDATOOL-1725,FIN,Alta,"S/.272,494.00",Alta,5,18/03/2021,06/02/2022,27/01/2022,21/02/2022,24/02/2022,343
SDATOOL-2965,CCS,Baja,"S/.292,039.00",Alta,5,01/10/2021,21/08/2022,17/08/2022,30/08/2022,09/09/2022,343
SDATOOL-3884,GRM,Alta,"S/.289,270.00",Alta,5,22/07/2023,19/06/2024,05/06/2024,20/06/2024,29/06/2024,343
SDATOOL-9299,T&C,Media,"S/.226,827.00",Alta,2,14/03/2021,12/03/2022,16/01/2022,12/02/2022,20/02/2022,343
SDATOOL-5802,ENG,Baja,"S/.212,592.00",Media,10,30/05/2022,14/01/2023,20/04/2023,01/05/2023,07/05/2023,342
SDATOOL-7963,T&C,Baja,"S/.345,494.00",Alta,9,21/07/2024,07/06/2025,04/06/2025,20/06/2025,28/06/2025,342
SDATOOL-6367,ENG,Media,"S/.358,037.00",Alta,9,01/04/2020,02/03/2021,18/02/2021,06/03/2021,09/03/2021,342
SDATOOL-5734,FIN,Alta,"S/.212,801.00",Media,8,06/10/2023,03/06/2024,14/08/2024,06/09/2024,12/09/2024,342
SDATOOL-9562,ENG,Media,"S/.291,612.00",Alta,6,26/02/2022,07/01/2023,08/01/2023,01/02/2023,03/02/2023,342
SDATOOL-6601,CCS,Baja,"S/.297,489.00",Alta,6,14/04/2020,09/01/2021,21/02/2021,15/03/2021,22/03/2021,342
SDATOOL-7286,CCS,Media,"S/.308,002.00",Alta,6,10/12/2020,16/11/2021,26/10/2021,15/11/2021,17/11/2021,342
SDATOOL-8825,RCS,Media,"S/.292,849.00",Alta,5,18/10/2023,06/09/2024,10/09/2024,20/09/2024,24/09/2024,342
SDATOOL-1885,CIB,Media,"S/.290,719.00",Alta,5,08/09/2019,29/07/2020,29/07/2020,10/08/2020,15/08/2020,342
SDATOOL-8664,ENG,Alta,"S/.291,584.00",Alta,5,28/10/2022,18/10/2023,03/09/2023,02/10/2023,05/10/2023,342
SDATOOL-5515,ENG,Alta,"S/.238,118.00",Alta,3,06/04/2023,23/02/2024,11/02/2024,06/03/2024,13/03/2024,342
SDATOOL-3705,RCS,Media,"S/.224,189.00",Alta,2,07/12/2019,04/10/2020,08/10/2020,06/11/2020,13/11/2020,342
SDATOOL-4815,FIN,Alta,"S/.216,975.00",Alta,2,18/04/2020,13/02/2021,03/03/2021,21/03/2021,26/03/2021,342
SDATOOL-9725,FIN,Media,"S/.213,859.00",Alta,2,30/08/2020,21/06/2021,14/07/2021,01/08/2021,07/08/2021,342
SDATOOL-8334,ENG,Media,"S/.232,167.00",Media,10,30/09/2024,24/05/2025,03/08/2025,31/08/2025,06/09/2025,341
SDATOOL-6557,RIC,Alta,"S/.379,943.00",Alta,10,15/05/2020,30/04/2021,07/04/2021,20/04/2021,21/04/2021,341
SDATOOL-4985,ENG,Baja,"S/.203,079.00",Media,8,20/09/2019,10/05/2020,13/08/2020,24/08/2020,26/08/2020,341
SDATOOL-1096,ENG,Media,"S/.310,274.00",Alta,7,15/10/2022,26/07/2023,12/09/2023,19/09/2023,21/09/2023,341
SDATOOL-2309,FIN,Media,"S/.272,016.00",Alta,5,18/10/2023,14/08/2024,12/09/2024,20/09/2024,23/09/2024,341
SDATOOL-8923,RCS,Baja,"S/.233,738.00",Alta,3,19/12/2021,14/11/2022,22/10/2022,18/11/2022,25/11/2022,341
SDATOOL-2258,CIB,Baja,"S/.230,899.00",Alta,3,01/01/2019,28/11/2019,08/11/2019,01/12/2019,08/12/2019,341
SDATOOL-9856,ENG,Media,"S/.234,366.00",Alta,2,07/03/2020,29/01/2021,08/01/2021,01/02/2021,11/02/2021,341
SDATOOL-8209,CCS,Media,"S/.213,304.00",Alta,1,12/06/2020,30/03/2021,28/04/2021,18/05/2021,19/05/2021,341
SDATOOL-8016,CCS,Media,"S/.204,367.00",Alta,1,10/12/2022,24/09/2023,10/10/2023,06/11/2023,16/11/2023,341
SDATOOL-6163,GRM,Media,"S/.377,436.00",Alta,10,04/05/2023,07/04/2024,17/03/2024,31/03/2024,08/04/2024,340
SDATOOL-9515,ENG,Alta,"S/.219,002.00",Media,9,24/10/2021,09/06/2022,10/09/2022,20/09/2022,29/09/2022,340
SDATOOL-5182,ENG,Alta,"S/.329,530.00",Alta,8,21/01/2021,02/12/2021,10/12/2021,26/12/2021,27/12/2021,340
SDATOOL-5230,CIB,Media,"S/.301,810.00",Alta,6,14/02/2021,26/11/2021,03/01/2022,14/01/2022,20/01/2022,340
SDATOOL-2729,ENG,Media,"S/.249,221.00",Alta,4,25/08/2023,04/08/2024,02/07/2024,27/07/2024,30/07/2024,340
SDATOOL-4594,FIN,Media,"S/.257,300.00",Alta,3,08/01/2023,22/10/2023,28/11/2023,12/12/2023,14/12/2023,340
SDATOOL-8787,RCS,Alta,"S/.203,497.00",Alta,1,28/02/2020,13/12/2020,19/01/2021,28/01/2021,02/02/2021,340
SDATOOL-4294,ENG,Media,"S/.212,986.00",Alta,1,08/04/2023,19/01/2024,25/02/2024,04/03/2024,13/03/2024,340
SDATOOL-1423,ENG,Media,"S/.371,921.00",Alta,10,04/01/2019,20/11/2019,31/10/2019,29/11/2019,09/12/2019,339
SDATOOL-3661,FIN,Media,"S/.216,424.00",Media,10,08/09/2020,20/05/2021,21/07/2021,12/08/2021,13/08/2021,339
SDATOOL-2889,FIN,Media,"S/.215,978.00",Media,10,27/09/2020,07/05/2021,01/08/2021,29/08/2021,01/09/2021,339
SDATOOL-6232,FIN,Baja,"S/.364,408.00",Alta,9,15/09/2019,20/06/2020,19/07/2020,10/08/2020,19/08/2020,339
SDATOOL-2933,ENG,Alta,"S/.323,360.00",Alta,8,08/01/2019,22/11/2019,22/11/2019,08/12/2019,13/12/2019,339
SDATOOL-3697,CIB,Alta,"S/.328,306.00",Alta,7,08/07/2023,21/05/2024,15/05/2024,10/06/2024,11/06/2024,339
SDATOOL-2777,FIN,Baja,"S/.305,509.00",Alta,6,15/06/2024,21/03/2025,19/04/2025,16/05/2025,20/05/2025,339
SDATOOL-4944,CIB,Alta,"S/.280,636.00",Alta,5,23/03/2020,13/01/2021,25/01/2021,22/02/2021,25/02/2021,339
SDATOOL-7041,ENG,Alta,"S/.292,882.00",Alta,5,01/04/2023,05/02/2024,13/02/2024,28/02/2024,05/03/2024,339
SDATOOL-6923,CCS,Baja,"S/.254,142.00",Alta,3,04/03/2023,31/12/2023,08/01/2024,05/02/2024,06/02/2024,339
SDATOOL-1691,CIB,Media,"S/.385,750.00",Alta,10,03/01/2024,26/11/2024,19/11/2024,30/11/2024,06/12/2024,338
SDATOOL-9925,RCS,Alta,"S/.223,909.00",Media,10,09/05/2019,09/01/2020,25/03/2020,02/04/2020,11/04/2020,338
SDATOOL-4887,T&C,Media,"S/.346,719.00",Alta,9,24/08/2023,21/07/2024,03/07/2024,19/07/2024,27/07/2024,338
SDATOOL-7257,FIN,Media,"S/.283,221.00",Alta,5,23/01/2020,30/10/2020,09/12/2020,17/12/2020,26/12/2020,338
SDATOOL-2711,GRM,Alta,"S/.255,896.00",Alta,4,28/11/2022,22/11/2023,10/10/2023,30/10/2023,01/11/2023,338
SDATOOL-8225,CCS,Alta,"S/.238,540.00",Alta,3,04/09/2022,08/08/2023,13/07/2023,07/08/2023,08/08/2023,338
SDATOOL-9107,FIN,Media,"S/.211,937.00",Alta,1,07/02/2019,29/12/2019,26/12/2019,03/01/2020,11/01/2020,338
SDATOOL-1209,FIN,Media,"S/.365,022.00",Alta,10,30/01/2021,10/12/2021,13/12/2021,23/12/2021,02/01/2022,337
SDATOOL-6722,CCS,Media,"S/.364,953.00",Alta,10,27/02/2019,19/02/2020,13/01/2020,21/01/2020,30/01/2020,337
SDATOOL-4001,RIC,Media,"S/.234,930.00",Media,10,15/03/2020,13/11/2020,21/01/2021,09/02/2021,15/02/2021,337
SDATOOL-4550,GRM,Media,"S/.204,081.00",Media,8,14/09/2022,16/05/2023,22/07/2023,12/08/2023,17/08/2023,337
SDATOOL-1480,GRM,Media,"S/.350,760.00",Alta,8,20/09/2019,28/07/2020,29/07/2020,21/08/2020,22/08/2020,337
SDATOOL-6158,CIB,Media,"S/.274,196.00",Alta,5,06/09/2021,04/08/2022,08/07/2022,02/08/2022,09/08/2022,337
SDATOOL-1951,FIN,Baja,"S/.280,180.00",Alta,5,07/01/2020,03/10/2020,16/11/2020,04/12/2020,09/12/2020,337
SDATOOL-7459,RIC,Alta,"S/.253,728.00",Alta,4,11/11/2020,25/08/2021,18/09/2021,12/10/2021,14/10/2021,337
SDATOOL-9807,RIC,Alta,"S/.250,352.00",Alta,4,01/01/2019,24/10/2019,12/11/2019,01/12/2019,04/12/2019,337
SDATOOL-3831,FIN,Media,"S/.244,763.00",Alta,3,29/10/2022,13/09/2023,12/09/2023,28/09/2023,01/10/2023,337
SDATOOL-6083,FIN,Alta,"S/.241,439.00",Alta,3,17/08/2021,07/06/2022,04/07/2022,17/07/2022,20/07/2022,337
SDATOOL-2221,CIB,Media,"S/.223,897.00",Alta,2,08/11/2019,27/10/2020,12/09/2020,01/10/2020,10/10/2020,337
SDATOOL-1073,FIN,Alta,"S/.199,348.00",Alta,1,01/01/2019,21/12/2019,22/11/2019,01/12/2019,04/12/2019,337
