Código de proyecto;Área;Prioridad;Presupuesto;Complejidad técnica;Número de dependencias asociadas;Time to market teórico en Q's;Fecha de inicio de ejecución;Fecha fin de ejecución;Fecha pase a producción;Fecha de uso por el personal;Time to market
SDATOOL-2332;CCS;Baja;56026;Baja;2;2;26/12/2021;02/06/2022;23/06/2022;03/07/2022;188
SDATOOL-9495;RIC;Baja;138020;Media;10;2;10/11/2020;27/06/2021;25/07/2021;04/08/2021;266
SDATOOL-6210;ENG;Media;256739;Alta;3;3;01/01/2019;05/09/2019;24/09/2019;26/09/2019;268
SDATOOL-7780;FIN;Alta;133751;Media;3;3;30/05/2022;28/02/2023;16/03/2023;22/03/2023;295
SDATOOL-6903;ENG;Baja;74931;Media;1;2;24/09/2021;07/04/2022;20/04/2022;21/04/2022;208
SDATOOL-2150;CIB;Media;245971;Alta;10;2;28/02/2020;22/01/2021;31/01/2021;05/02/2021;342
SDATOOL-3585;GRM;Media;85500;Media;10;1;12/04/2024;14/09/2024;24/09/2024;01/10/2024;171
SDATOOL-3387;T&C;Media;121475;Media;5;2;17/04/2022;18/10/2022;31/10/2022;05/11/2022;201
SDATOOL-2736;FIN;Alta;218801;Alta;2;3;19/04/2022;24/02/2023;04/03/2023;07/03/2023;321
SDATOOL-1015;FIN;Alta;213817;Media;5;4;01/01/2019;25/12/2019;02/01/2020;03/01/2020;367
SDATOOL-6926;FIN;Media;121865;Baja;5;3;01/01/2019;27/06/2019;19/07/2019;21/07/2019;201
SDATOOL-6073;GRM;Media;98998;Baja;9;2;14/05/2019;12/01/2020;22/01/2020;29/01/2020;259
SDATOOL-9026;CCS;Baja;110356;Baja;10;2;15/02/2022;25/11/2022;03/12/2022;10/12/2022;297
SDATOOL-6875;CIB;Alta;346263;Alta;8;3;06/08/2021;04/09/2022;27/09/2022;30/09/2022;419
SDATOOL-6943;RIC;Media;125532;Alta;10;1;04/05/2024;14/11/2024;23/11/2024;29/11/2024;208
SDATOOL-9483;T&C;Baja;176263;Alta;4;2;13/10/2024;31/05/2025;24/06/2025;27/06/2025;256
SDATOOL-3047;CCS;Alta;236693;Alta;9;2;12/09/2021;06/09/2022;22/09/2022;27/09/2022;379
SDATOOL-3896;FIN;Media;478648;Alta;9;4;01/01/2019;24/05/2020;03/06/2020;05/06/2020;521
SDATOOL-4432;ENG;Baja;33653;Baja;5;1;30/03/2025;09/06/2025;25/06/2025;04/07/2025;95
SDATOOL-5813;RCS;Baja;120150;Media;8;2;25/02/2022;11/12/2022;03/01/2023;11/01/2023;319
SDATOOL-3114;CCS;Media;84496;Baja;5;2;17/10/2021;25/04/2022;03/05/2022;07/05/2022;201
SDATOOL-8097;T&C;Baja;150360;Alta;1;2;01/01/2019;27/03/2019;24/04/2019;04/05/2019;123
SDATOOL-8031;FIN;Alta;187725;Media;6;3;23/11/2019;17/11/2020;08/12/2020;13/12/2020;385
SDATOOL-6820;RCS;Media;110814;Media;5;2;20/11/2024;20/05/2025;02/06/2025;07/06/2025;198
SDATOOL-1521;ENG;Alta;135608;Baja;10;3;30/08/2023;24/08/2024;21/09/2024;22/09/2024;388
SDATOOL-3150;ENG;Alta;240702;Alta;9;2;20/04/2024;31/01/2025;23/02/2025;27/02/2025;312
SDATOOL-5459;CIB;Media;180619;Alta;5;2;15/07/2024;17/02/2025;13/03/2025;14/03/2025;241
SDATOOL-3188;ENG;Baja;154683;Media;4;3;22/10/2024;29/07/2025;13/08/2025;19/08/2025;300
SDATOOL-8265;ENG;Baja;125583;Media;8;2;13/03/2023;05/12/2023;30/12/2023;05/01/2024;297
SDATOOL-8075;CIB;Baja;108562;Media;5;2;24/01/2025;08/07/2025;01/08/2025;08/08/2025;195
SDATOOL-6665;CIB;Baja;473671;Alta;9;4;15/07/2023;23/10/2024;16/11/2024;23/11/2024;497
SDATOOL-1997;RIC;Alta;172240;Media;5;3;29/04/2024;19/01/2025;30/01/2025;03/02/2025;279
SDATOOL-4681;CIB;Media;277245;Alta;4;3;26/12/2021;20/10/2022;30/10/2022;01/11/2022;309
SDATOOL-2411;CIB;Baja;38879;Baja;3;1;05/09/2024;03/12/2024;25/12/2024;30/12/2024;115
SDATOOL-5680;GRM;Baja;291108;Media;9;4;09/11/2021;27/01/2023;19/02/2023;21/02/2023;469
SDATOOL-4232;ENG;Media;73315;Media;7;1;01/01/2019;25/05/2019;04/06/2019;08/06/2019;158
SDATOOL-8383;ENG;Alta;210780;Alta;6;2;06/01/2023;12/11/2023;30/11/2023;01/12/2023;328
SDATOOL-4869;ENG;Media;163172;Media;10;2;08/03/2020;11/11/2020;20/11/2020;22/11/2020;258
SDATOOL-8231;FIN;Baja;202817;Alta;7;2;28/04/2024;08/03/2025;23/03/2025;29/03/2025;334
SDATOOL-7983;CIB;Baja;53577;Media;7;1;04/07/2021;21/12/2021;10/01/2022;11/01/2022;190
SDATOOL-1627;ENG;Alta;103236;Alta;6;1;03/01/2019;07/08/2019;27/08/2019;30/08/2019;238
SDATOOL-5296;CCS;Media;188820;Media;2;4;30/11/2021;31/12/2022;12/01/2023;20/01/2023;416
SDATOOL-4146;CCS;Baja;214911;Alta;8;2;02/11/2020;18/07/2021;13/08/2021;20/08/2021;290
SDATOOL-9546;FIN;Baja;211473;Media;10;3;06/06/2024;10/06/2025;07/07/2025;14/07/2025;402
SDATOOL-6011;RCS;Alta;54506;Media;6;1;27/04/2021;22/10/2021;15/11/2021;19/11/2021;205
SDATOOL-1622;RIC;Media;51046;Media;3;1;12/05/2021;29/08/2021;08/09/2021;16/09/2021;126
SDATOOL-4860;FIN;Media;102426;Baja;1;4;13/08/2020;07/08/2021;15/08/2021;18/08/2021;370
SDATOOL-9663;GRM;Media;26360;Media;1;1;28/04/2025;05/08/2025;17/08/2025;23/08/2025;116
SDATOOL-3357;CIB;Baja;134458;Media;2;3;17/02/2024;23/10/2024;21/11/2024;01/12/2024;287
SDATOOL-4183;GRM;Baja;132891;Media;1;3;19/04/2019;12/01/2020;20/01/2020;22/01/2020;277
SDATOOL-2356;CIB;Baja;64326;Media;10;1;10/10/2019;18/05/2020;27/05/2020;03/06/2020;236
SDATOOL-7022;FIN;Media;102781;Media;5;2;05/08/2019;31/01/2020;18/02/2020;28/02/2020;206
SDATOOL-5209;RCS;Baja;157843;Baja;10;3;22/10/2020;27/10/2021;14/11/2021;23/11/2021;396
SDATOOL-8922;FIN;Baja;96680;Media;3;2;15/08/2024;24/02/2025;19/03/2025;22/03/2025;218
SDATOOL-9690;RIC;Media;148012;Alta;3;2;16/02/2025;27/08/2025;17/09/2025;24/09/2025;219
SDATOOL-1281;RIC;Baja;184981;Media;7;3;01/01/2019;12/04/2019;21/04/2019;25/04/2019;114
SDATOOL-8878;CCS;Baja;356257;Alta;9;3;03/02/2019;28/01/2020;11/02/2020;19/02/2020;380
SDATOOL-4658;CCS;Media;62659;Baja;5;2;06/01/2019;02/07/2019;14/07/2019;24/07/2019;198
SDATOOL-3752;T&C;Media;244639;Alta;9;2;13/03/2020;11/02/2021;28/02/2021;03/03/2021;354
SDATOOL-4508;FIN;Baja;117686;Baja;4;3;01/01/2019;15/02/2019;25/02/2019;26/02/2019;56
SDATOOL-9254;ENG;Media;171441;Media;5;3;23/04/2021;07/03/2022;28/03/2022;05/04/2022;346
SDATOOL-2471;CCS;Alta;214576;Media;8;3;15/03/2024;21/02/2025;09/03/2025;14/03/2025;363
SDATOOL-8433;ENG;Baja;168455;Media;1;4;10/03/2022;11/04/2023;23/04/2023;02/05/2023;418
SDATOOL-4331;FIN;Media;71075;Alta;2;1;19/11/2023;18/03/2024;25/03/2024;01/04/2024;133
SDATOOL-6945;RCS;Alta;191129;Media;3;4;18/04/2024;22/03/2025;12/04/2025;19/04/2025;366
SDATOOL-2837;ENG;Media;222702;Alta;2;3;28/06/2020;18/06/2021;27/06/2021;29/06/2021;365
SDATOOL-9012;CCS;Media;203625;Alta;7;2;10/12/2023;25/09/2024;22/10/2024;30/10/2024;324
SDATOOL-6947;RIC;Alta;332544;Alta;3;4;02/01/2020;19/02/2021;01/03/2021;08/03/2021;431
SDATOOL-8858;T&C;Media;129742;Media;8;2;04/03/2021;12/10/2021;20/10/2021;24/10/2021;233
SDATOOL-3394;CCS;Alta;148897;Baja;8;3;04/09/2019;01/08/2020;17/08/2020;24/08/2020;354
SDATOOL-8221;ENG;Media;83719;Media;3;2;06/07/2021;12/01/2022;02/02/2022;03/02/2022;211
SDATOOL-1857;GRM;Alta;288511;Alta;5;3;03/10/2023;31/07/2024;21/08/2024;27/08/2024;328
SDATOOL-4676;FIN;Media;217284;Alta;8;2;12/04/2023;04/02/2024;23/02/2024;25/02/2024;318
SDATOOL-2351;CIB;Media;64419;Baja;3;2;12/03/2019;21/09/2019;10/10/2019;12/10/2019;213
SDATOOL-1697;RIC;Media;79302;Media;8;1;03/04/2021;08/08/2021;06/09/2021;10/09/2021;159
SDATOOL-2567;RCS;Alta;115250;Media;1;3;31/12/2019;24/10/2020;04/11/2020;12/11/2020;316
SDATOOL-4223;RIC;Media;95878;Media;2;2;16/02/2019;04/09/2019;11/09/2019;12/09/2019;207
SDATOOL-8429;GRM;Media;72008;Baja;7;2;18/01/2019;20/08/2019;15/09/2019;18/09/2019;242
SDATOOL-9423;RIC;Baja;157020;Media;9;2;15/07/2024;12/04/2025;30/04/2025;03/05/2025;291
SDATOOL-8164;CIB;Alta;218779;Media;10;3;24/10/2019;06/12/2020;29/12/2020;31/12/2020;433
SDATOOL-1135;ENG;Alta;192701;Media;7;3;25/10/2020;22/09/2021;20/10/2021;23/10/2021;362
SDATOOL-1771;CCS;Alta;89126;Media;3;2;04/03/2021;25/10/2021;21/11/2021;29/11/2021;269
SDATOOL-7581;T&C;Media;277579;Media;9;4;01/01/2019;05/08/2019;25/08/2019;30/08/2019;241
SDATOOL-8656;ENG;Alta;38571;Media;3;1;19/04/2022;01/10/2022;28/10/2022;31/10/2022;194
SDATOOL-9057;FIN;Alta;126183;Alta;1;2;09/09/2024;30/05/2025;06/06/2025;12/06/2025;275
SDATOOL-1765;RCS;Media;214809;Alta;6;2;16/07/2023;13/05/2024;22/05/2024;27/05/2024;315
SDATOOL-9654;RCS;Media;46369;Baja;10;1;19/04/2020;07/10/2020;31/10/2020;01/11/2020;195
SDATOOL-1197;CIB;Baja;356184;Alta;9;3;10/01/2024;25/02/2025;20/03/2025;27/03/2025;441
SDATOOL-6705;ENG;Media;61796;Media;8;1;05/12/2023;11/05/2024;20/05/2024;28/05/2024;174
SDATOOL-8420;GRM;Baja;100451;Baja;5;3;01/01/2019;03/03/2019;11/03/2019;18/03/2019;76
SDATOOL-1270;CCS;Media;233821;Media;10;3;02/08/2024;03/08/2025;30/08/2025;04/09/2025;397
SDATOOL-6323;FIN;Media;97848;Alta;6;1;08/01/2019;24/08/2019;10/09/2019;20/09/2019;254
SDATOOL-7042;FIN;Media;217962;Alta;8;2;22/10/2020;07/08/2021;04/09/2021;06/09/2021;318
SDATOOL-2468;CCS;Media;255351;Alta;3;3;06/02/2022;21/11/2022;14/12/2022;22/12/2022;318
SDATOOL-3950;ENG;Alta;82052;Baja;1;3;17/11/2024;02/08/2025;30/08/2025;07/09/2025;293
SDATOOL-4666;RCS;Media;28723;Baja;1;1;15/09/2024;02/12/2024;27/12/2024;31/12/2024;106
SDATOOL-4897;RCS;Media;240621;Alta;9;2;09/08/2019;03/06/2020;26/06/2020;04/07/2020;329
SDATOOL-1522;GRM;Baja;115730;Media;4;2;16/06/2024;19/12/2024;10/01/2025;15/01/2025;212
SDATOOL-9454;FIN;Alta;32426;Baja;2;1;28/04/2020;20/08/2020;15/09/2020;16/09/2020;140
SDATOOL-2301;FIN;Media;137021;Media;9;2;31/01/2020;17/10/2020;14/11/2020;21/11/2020;294
SDATOOL-4540;FIN;Media;84857;Baja;3;3;06/06/2019;07/02/2020;06/03/2020;08/03/2020;275
SDATOOL-5722;ENG;Media;322612;Alta;8;3;27/07/2023;20/08/2024;12/09/2024;13/09/2024;413
SDATOOL-7229;CIB;Media;231446;Alta;3;3;11/10/2023;07/09/2024;14/09/2024;21/09/2024;345
SDATOOL-7360;CCS;Media;140297;Media;10;2;02/11/2019;10/09/2020;27/09/2020;07/10/2020;339
SDATOOL-2751;GRM;Alta;157688;Media;10;2;03/10/2021;24/10/2022;15/11/2022;19/11/2022;411
SDATOOL-9648;T&C;Alta;187480;Alta;6;2;28/09/2022;28/06/2023;24/07/2023;25/07/2023;299
SDATOOL-4521;CIB;Media;378985;Alta;5;4;01/01/2019;10/12/2019;23/12/2019;27/12/2019;360
SDATOOL-1727;CIB;Alta;197516;Baja;10;4;01/07/2024;20/08/2025;31/08/2025;09/09/2025;435
SDATOOL-3263;ENG;Media;196765;Alta;6;2;08/12/2022;07/10/2023;20/10/2023;26/10/2023;321
SDATOOL-9849;CIB;Media;239741;Alta;10;2;11/11/2021;25/12/2022;05/01/2023;07/01/2023;421
SDATOOL-4794;GRM;Media;110372;Alta;10;1;11/06/2019;01/02/2020;14/02/2020;19/02/2020;252
SDATOOL-8631;RIC;Media;128758;Media;8;2;01/08/2020;21/04/2021;10/05/2021;12/05/2021;283
SDATOOL-6842;GRM;Media;111693;Alta;6;1;04/01/2023;10/07/2023;21/07/2023;22/07/2023;198
SDATOOL-4130;ENG;Media;188369;Media;7;3;24/07/2021;25/07/2022;15/08/2022;18/08/2022;389
SDATOOL-9393;ENG;Media;125626;Media;8;2;02/10/2024;30/05/2025;26/06/2025;29/06/2025;269
SDATOOL-7881;CCS;Baja;84438;Media;2;2;23/04/2021;11/11/2021;30/11/2021;10/12/2021;230
SDATOOL-4744;FIN;Media;139087;Baja;8;3;01/01/2024;23/10/2024;19/11/2024;23/11/2024;326
SDATOOL-3284;CIB;Media;212810;Media;10;3;21/11/2022;07/11/2023;17/11/2023;26/11/2023;369
SDATOOL-2683;GRM;Baja;183692;Alta;4;2;23/10/2023;03/07/2024;16/07/2024;19/07/2024;269
SDATOOL-1978;T&C;Baja;101645;Media;2;2;13/01/2025;11/07/2025;04/08/2025;09/08/2025;207
SDATOOL-5308;CIB;Media;134031;Media;2;3;05/02/2020;13/12/2020;27/12/2020;30/12/2020;328
SDATOOL-9590;FIN;Media;324392;Alta;7;3;01/01/2019;18/05/2019;04/06/2019;09/06/2019;159
SDATOOL-8058;CIB;Baja;218093;Alta;2;3;10/01/2024;06/12/2024;15/12/2024;16/12/2024;340
SDATOOL-8517;CIB;Baja;121367;Media;6;2;06/04/2023;02/12/2023;18/12/2023;28/12/2023;265
SDATOOL-7318;ENG;Baja;163500;Alta;2;2;22/09/2022;03/06/2023;16/06/2023;18/06/2023;268
SDATOOL-5850;ENG;Baja;106216;Media;6;2;24/06/2020;23/02/2021;18/03/2021;23/03/2021;271
SDATOOL-2211;FIN;Media;72755;Baja;3;2;15/12/2021;13/05/2022;05/06/2022;14/06/2022;180
SDATOOL-7577;RIC;Alta;188298;Media;8;3;01/01/2019;20/03/2019;12/04/2019;22/04/2019;111
SDATOOL-4217;CCS;Baja;486682;Alta;10;4;04/10/2019;20/02/2021;17/03/2021;27/03/2021;540
SDATOOL-6748;FIN;Media;146970;Alta;2;2;17/11/2022;02/06/2023;17/06/2023;26/06/2023;220
SDATOOL-4559;FIN;Media;71126;Alta;2;1;01/01/2019;21/02/2019;11/03/2019;17/03/2019;75
SDATOOL-5951;ENG;Alta;141070;Media;8;2;01/01/2019;16/05/2019;29/05/2019;07/06/2019;157
SDATOOL-2896;ENG;Media;251349;Alta;3;3;01/01/2019;20/09/2019;17/10/2019;26/10/2019;298
SDATOOL-3269;CCS;Alta;68429;Baja;4;2;22/05/2020;23/12/2020;05/01/2021;09/01/2021;231
SDATOOL-4784;RCS;Alta;120277;Media;2;3;23/03/2023;09/11/2023;08/12/2023;16/12/2023;267
SDATOOL-1486;RCS;Alta;38820;Baja;6;1;30/04/2020;02/10/2020;28/10/2020;07/11/2020;190
SDATOOL-9202;FIN;Media;387043;Alta;10;3;26/12/2022;16/02/2024;02/03/2024;05/03/2024;434
SDATOOL-1984;ENG;Baja;26415;Baja;6;1;12/04/2021;26/08/2021;03/09/2021;06/09/2021;146
SDATOOL-7638;CCS;Alta;83487;Baja;3;3;01/01/2019;18/04/2019;12/05/2019;15/05/2019;134
SDATOOL-3113;CIB;Baja;76743;Media;1;2;02/08/2023;03/02/2024;25/02/2024;02/03/2024;212
SDATOOL-3845;FIN;Media;93615;Media;3;2;25/07/2019;28/12/2019;25/01/2020;31/01/2020;189
SDATOOL-9304;CIB;Media;195333;Media;7;3;09/05/2020;07/03/2021;19/03/2021;22/03/2021;316
SDATOOL-9886;CCS;Media;119791;Baja;1;4;17/11/2023;31/10/2024;23/11/2024;26/11/2024;375
SDATOOL-9972;FIN;Alta;282935;Media;9;4;05/07/2020;02/09/2021;27/09/2021;03/10/2021;455
SDATOOL-3873;GRM;Media;386867;Alta;5;4;20/05/2022;19/07/2023;11/08/2023;18/08/2023;455
SDATOOL-5973;FIN;Alta;47511;Baja;8;1;30/05/2024;30/11/2024;24/12/2024;03/01/2025;217
SDATOOL-4490;FIN;Media;200899;Alta;5;2;14/03/2020;16/09/2020;04/10/2020;14/10/2020;213
SDATOOL-3169;T&C;Media;119115;Alta;8;1;24/04/2022;03/12/2022;23/12/2022;29/12/2022;248
SDATOOL-6673;RCS;Alta;120028;Media;6;2;07/07/2022;02/05/2023;11/05/2023;17/05/2023;313
SDATOOL-5382;FIN;Baja;41615;Baja;9;1;24/12/2019;17/06/2020;25/06/2020;27/06/2020;185
SDATOOL-2005;RIC;Media;120661;Baja;5;3;11/04/2022;07/12/2022;19/12/2022;27/12/2022;259
SDATOOL-7644;CIB;Alta;156041;Media;3;3;16/10/2023;23/07/2024;04/08/2024;08/08/2024;296
SDATOOL-4990;FIN;Media;113466;Media;1;3;16/06/2020;27/03/2021;10/04/2021;18/04/2021;305
SDATOOL-5689;ENG;Alta;211516;Media;8;3;21/08/2020;17/09/2021;14/10/2021;15/10/2021;419
SDATOOL-2148;ENG;Media;122363;Baja;1;4;08/03/2024;06/03/2025;24/03/2025;31/03/2025;388
SDATOOL-6357;RCS;Baja;131911;Media;8;2;20/04/2023;06/01/2024;03/02/2024;08/02/2024;293
SDATOOL-5492;T&C;Baja;70353;Media;1;2;09/11/2023;23/03/2024;20/04/2024;21/04/2024;163
SDATOOL-4292;RCS;Media;405876;Alta;6;4;21/11/2022;08/04/2024;18/04/2024;24/04/2024;520
SDATOOL-3055;GRM;Baja;362936;Alta;10;3;30/08/2021;08/11/2022;22/11/2022;23/11/2022;449
SDATOOL-7559;RCS;Media;256805;Media;8;4;15/05/2020;10/06/2021;04/07/2021;14/07/2021;425
SDATOOL-9503;RIC;Media;53961;Baja;2;2;10/07/2021;08/12/2021;15/12/2021;25/12/2021;167
SDATOOL-5557;RIC;Media;269330;Alta;4;3;02/08/2024;22/06/2025;09/07/2025;12/07/2025;343
SDATOOL-5456;FIN;Media;445110;Alta;8;4;12/04/2023;26/07/2024;21/08/2024;24/08/2024;500
SDATOOL-2213;FIN;Media;125452;Baja;7;3;27/11/2021;03/10/2022;29/10/2022;08/11/2022;345
SDATOOL-9784;FIN;Alta;115677;Baja;7;3;09/08/2019;11/07/2020;20/07/2020;28/07/2020;353
SDATOOL-1981;ENG;Alta;96486;Media;3;2;18/07/2019;09/04/2020;23/04/2020;29/04/2020;285
SDATOOL-9971;CCS;Alta;126673;Media;8;2;14/05/2024;01/03/2025;22/03/2025;26/03/2025;315
SDATOOL-1112;GRM;Alta;101945;Baja;9;2;25/12/2019;11/11/2020;03/12/2020;12/12/2020;352
SDATOOL-7491;FIN;Alta;67063;Media;10;1;11/09/2022;04/05/2023;28/05/2023;04/06/2023;265
SDATOOL-3806;ENG;Media;388433;Alta;10;3;24/10/2020;08/12/2021;28/12/2021;31/12/2021;432
SDATOOL-6590;CCS;Media;55641;Baja;1;2;29/11/2024;04/05/2025;31/05/2025;01/06/2025;183
SDATOOL-3724;RIC;Media;356623;Alta;9;3;05/05/2021;09/07/2022;01/08/2022;04/08/2022;455
SDATOOL-3763;RIC;Media;79155;Alta;1;1;03/02/2019;05/06/2019;15/06/2019;22/06/2019;138
SDATOOL-8452;FIN;Media;239470;Alta;9;2;01/01/2019;25/11/2019;09/12/2019;12/12/2019;345
SDATOOL-6412;CCS;Alta;158586;Media;10;2;11/07/2023;25/07/2024;03/08/2024;04/08/2024;389
SDATOOL-4826;GRM;Baja;161181;Media;3;3;06/01/2021;01/09/2021;30/09/2021;05/10/2021;271
SDATOOL-7629;FIN;Alta;121995;Media;5;2;01/11/2021;02/05/2022;18/05/2022;25/05/2022;204
SDATOOL-8745;CIB;Media;180884;Media;7;3;14/11/2019;05/11/2020;17/11/2020;27/11/2020;378
SDATOOL-8041;GRM;Media;22343;Baja;4;1;28/02/2020;20/04/2020;09/05/2020;15/05/2020;76
SDATOOL-4935;RIC;Alta;208099;Media;8;3;01/01/2019;27/05/2019;09/06/2019;11/06/2019;161
SDATOOL-4378;GRM;Baja;261509;Alta;4;3;19/04/2023;12/01/2024;27/01/2024;30/01/2024;285
SDATOOL-3626;T&C;Media;76024;Baja;4;2;10/10/2020;01/04/2021;17/04/2021;21/04/2021;192
SDATOOL-8811;RCS;Media;58409;Media;3;1;10/03/2024;01/07/2024;26/07/2024;28/07/2024;139
SDATOOL-6482;ENG;Media;483513;Alta;9;4;07/01/2024;28/03/2025;15/04/2025;25/04/2025;474
SDATOOL-2864;RIC;Alta;100711;Media;5;2;23/10/2021;13/06/2022;21/06/2022;30/06/2022;249
SDATOOL-4646;RIC;Alta;367782;Alta;10;3;26/10/2022;23/12/2023;13/01/2024;15/01/2024;445
SDATOOL-9581;CCS;Media;200158;Media;8;3;30/06/2019;12/05/2020;27/05/2020;05/06/2020;340
SDATOOL-5158;RCS;Baja;314325;Alta;6;3;13/05/2020;25/05/2021;05/06/2021;06/06/2021;388
SDATOOL-3961;FIN;Baja;120197;Media;2;3;21/06/2023;04/04/2024;18/04/2024;22/04/2024;305
SDATOOL-2869;GRM;Media;210751;Alta;7;2;15/11/2022;04/08/2023;02/09/2023;10/09/2023;298
SDATOOL-5034;T&C;Media;238388;Alta;3;3;13/02/2019;10/12/2019;18/12/2019;19/12/2019;308
SDATOOL-2585;CCS;Media;335782;Alta;8;3;14/10/2020;02/01/2022;09/01/2022;10/01/2022;452
SDATOOL-4052;ENG;Media;116350;Media;7;2;17/09/2020;07/06/2021;17/06/2021;27/06/2021;282
SDATOOL-6451;CCS;Media;98200;Media;2;2;03/05/2022;07/11/2022;19/11/2022;27/11/2022;207
SDATOOL-4138;GRM;Alta;221600;Media;9;3;24/02/2024;24/02/2025;12/03/2025;17/03/2025;386
SDATOOL-9862;FIN;Media;69747;Media;5;1;03/09/2020;11/11/2020;06/12/2020;13/12/2020;100
SDATOOL-5682;GRM;Alta;211414;Media;10;3;12/06/2023;17/05/2024;30/05/2024;01/06/2024;354
SDATOOL-9800;CCS;Media;84048;Baja;4;2;20/12/2019;09/05/2020;29/05/2020;01/06/2020;163
SDATOOL-5440;GRM;Media;179982;Alta;5;2;28/09/2021;18/04/2022;15/05/2022;24/05/2022;237
SDATOOL-3906;ENG;Alta;99303;Baja;2;3;19/05/2023;02/02/2024;10/02/2024;16/02/2024;272
SDATOOL-1675;RCS;Media;103943;Alta;7;1;03/11/2019;07/05/2020;01/06/2020;08/06/2020;217
SDATOOL-2234;CCS;Media;365952;Alta;9;3;27/06/2024;22/08/2025;18/09/2025;28/09/2025;457
SDATOOL-9175;ENG;Alta;178518;Alta;4;2;01/01/2019;13/01/2019;10/02/2019;12/02/2019;42
SDATOOL-4640;ENG;Baja;226331;Media;10;3;01/01/2019;20/12/2019;13/01/2020;20/01/2020;384
SDATOOL-8427;ENG;Media;85791;Baja;2;3;13/05/2024;10/01/2025;04/02/2025;14/02/2025;276
SDATOOL-1072;FIN;Alta;192907;Media;6;3;10/11/2023;08/08/2024;03/09/2024;10/09/2024;304
SDATOOL-4247;FIN;Baja;34088;Baja;7;1;10/07/2023;29/11/2023;09/12/2023;10/12/2023;152
SDATOOL-5940;FIN;Baja;114828;Media;1;3;17/09/2019;23/05/2020;03/06/2020;08/06/2020;264
SDATOOL-4580;RCS;Media;105038;Alta;9;1;05/05/2021;26/10/2021;19/11/2021;21/11/2021;199
SDATOOL-5587;GRM;Media;129161;Media;1;3;19/04/2019;12/12/2019;29/12/2019;03/01/2020;258
SDATOOL-8606;ENG;Media;370969;Alta;5;4;08/06/2021;16/07/2022;12/08/2022;19/08/2022;437
SDATOOL-4872;GRM;Media;176503;Media;6;3;19/05/2022;04/03/2023;28/03/2023;03/04/2023;318
SDATOOL-4866;FIN;Media;62666;Baja;5;2;01/01/2019;25/02/2019;25/03/2019;28/03/2019;86
SDATOOL-8942;ENG;Media;98823;Alta;7;1;20/02/2020;23/09/2020;16/10/2020;26/10/2020;248
SDATOOL-8976;ENG;Baja;202650;Media;8;3;13/01/2023;27/10/2023;24/11/2023;29/11/2023;319
SDATOOL-8957;RIC;Media;240721;Alta;3;3;03/05/2019;15/02/2020;06/03/2020;07/03/2020;308
SDATOOL-7275;ENG;Media;117375;Media;6;2;23/12/2020;29/08/2021;12/09/2021;13/09/2021;263
SDATOOL-4983;CIB;Media;68212;Media;1;2;28/08/2021;25/04/2022;05/05/2022;14/05/2022;258
SDATOOL-8055;CIB;Baja;113951;Media;1;3;06/09/2020;28/05/2021;23/06/2021;28/06/2021;294
SDATOOL-5133;FIN;Baja;273789;Alta;4;3;06/09/2020;01/06/2021;26/06/2021;29/06/2021;295
SDATOOL-2177;RIC;Media;129852;Media;7;2;01/08/2022;02/05/2023;27/05/2023;04/06/2023;306
SDATOOL-6004;FIN;Baja;162372;Alta;4;2;09/04/2019;08/11/2019;21/11/2019;25/11/2019;229
SDATOOL-1706;RIC;Media;247974;Alta;4;3;05/12/2019;27/11/2020;04/12/2020;05/12/2020;365
SDATOOL-2275;T&C;Baja;207824;Media;4;4;01/01/2019;11/09/2019;21/09/2019;23/09/2019;265
SDATOOL-9478;RIC;Media;198641;Media;8;3;01/02/2020;24/11/2020;14/12/2020;21/12/2020;323
SDATOOL-1459;FIN;Media;171074;Alta;4;2;28/01/2024;11/10/2024;01/11/2024;11/11/2024;287
SDATOOL-5501;ENG;Media;145936;Media;8;2;07/07/2022;25/04/2023;11/05/2023;14/05/2023;310
SDATOOL-1662;CIB;Baja;147178;Alta;1;2;31/08/2021;04/05/2022;19/05/2022;29/05/2022;270
SDATOOL-1266;GRM;Alta;207181;Media;3;4;04/05/2023;21/04/2024;13/05/2024;14/05/2024;376
SDATOOL-6746;CCS;Media;94697;Baja;10;2;24/06/2024;13/04/2025;26/04/2025;05/05/2025;314
SDATOOL-1518;T&C;Media;123227;Media;6;2;09/09/2022;14/05/2023;30/05/2023;31/05/2023;263
SDATOOL-8968;CCS;Baja;146650;Baja;8;3;08/01/2019;20/11/2019;28/11/2019;02/12/2019;327
SDATOOL-8080;FIN;Media;87366;Media;10;1;15/02/2022;26/08/2022;07/09/2022;14/09/2022;210
SDATOOL-2549;FIN;Media;297733;Media;10;4;13/02/2024;03/05/2025;26/05/2025;29/05/2025;471
SDATOOL-5039;FIN;Media;106342;Media;4;2;29/09/2024;14/04/2025;22/04/2025;29/04/2025;211
SDATOOL-6899;FIN;Media;87256;Media;1;2;10/12/2021;29/06/2022;15/07/2022;18/07/2022;219
SDATOOL-3106;CCS;Alta;93203;Media;1;2;16/02/2021;18/09/2021;15/10/2021;22/10/2021;247
SDATOOL-2346;RCS;Media;48669;Baja;5;1;27/04/2024;08/06/2024;07/07/2024;13/07/2024;76
SDATOOL-3712;GRM;Media;445603;Alta;8;4;29/05/2019;09/10/2020;23/10/2020;01/11/2020;522
