Código de proyecto,Área,Prioridad,Presupuesto,Complejidad técnica,Número de dependencias asociadas,Fecha de inicio de ejecución,Fecha de uso por el cliente planificada,Fecha fin de ejecución,Fecha pase a producción,Fecha de uso por el cliente,Time to market
SDATOOL-9151,CCS,Media,89261,Baja,3,29/07/2022,07/11/2022,30/09/2022,29/10/2022,03/11/2022,97
SDATOOL-8697,RCS,Baja,149834,Media,4,08/10/2023,22/04/2024,09/04/2024,18/04/2024,20/04/2024,195
SDATOOL-8670,FIN,Alta,133200,Media,1,01/07/2020,15/01/2021,09/12/2020,26/12/2020,27/12/2020,179
SDATOOL-4724,RIC,Alta,135983,Baja,8,17/05/2024,30/09/2024,17/08/2024,04/09/2024,07/09/2024,113
SDATOOL-1472,ENG,Baja,153934,Media,4,03/07/2023,05/12/2023,05/10/2023,29/10/2023,07/11/2023,127
SDATOOL-9695,CIB,Media,151545,Media,4,03/05/2019,11/11/2019,23/09/2019,19/10/2019,22/10/2019,172
SDATOOL-3037,CCS,Media,103410,Baja,3,17/10/2019,09/03/2020,01/03/2020,18/03/2020,23/03/2020,158
SDATOOL-4769,ENG,Alta,165164,Media,4,24/05/2024,29/10/2024,01/11/2024,14/11/2024,24/11/2024,184
SDATOOL-2479,GRM,Alta,220180,Media,9,21/12/2024,03/06/2025,27/08/2025,13/09/2025,18/09/2025,271
SDATOOL-3429,CCS,Media,199036,Media,7,12/02/2025,25/09/2025,13/08/2025,25/08/2025,30/08/2025,199
SDATOOL-2659,ENG,Alta,211131,Media,10,05/11/2024,25/04/2025,31/03/2025,16/04/2025,22/04/2025,168
SDATOOL-8150,FIN,Media,126196,Media,1,07/03/2022,28/11/2022,14/11/2022,30/11/2022,09/12/2022,277
SDATOOL-1150,ENG,Baja,228552,Media,9,27/03/2021,25/08/2021,14/08/2021,30/08/2021,04/09/2021,161
SDATOOL-4872,FIN,Baja,94410,Baja,4,30/05/2019,02/08/2019,23/06/2019,16/07/2019,21/07/2019,52
SDATOOL-9856,ENG,Media,234366,Alta,2,07/03/2020,29/01/2021,08/01/2021,01/02/2021,11/02/2021,341
SDATOOL-8773,FIN,Media,123261,Baja,6,13/08/2020,24/10/2020,26/09/2020,10/10/2020,11/10/2020,59
SDATOOL-8256,RIC,Alta,235192,Media,10,26/06/2023,31/12/2023,07/01/2024,17/01/2024,27/01/2024,215
SDATOOL-9359,FIN,Baja,104639,Baja,4,12/08/2023,07/11/2023,15/09/2023,12/10/2023,20/10/2023,69
SDATOOL-9641,RCS,Alta,335696,Alta,8,01/03/2023,22/12/2023,08/12/2023,06/01/2024,14/01/2024,319
SDATOOL-5053,RIC,Alta,218872,Alta,1,12/10/2023,31/07/2024,13/07/2024,07/08/2024,10/08/2024,303
SDATOOL-2291,CCS,Baja,159993,Media,4,14/06/2019,22/11/2019,23/09/2019,19/10/2019,29/10/2019,137
SDATOOL-5931,CCS,Baja,110940,Media,1,25/03/2020,28/11/2020,05/10/2020,29/10/2020,02/11/2020,222
SDATOOL-4579,T&C,Media,120140,Media,2,29/08/2021,02/04/2022,17/02/2022,06/03/2022,07/03/2022,190
SDATOOL-3687,CCS,Media,216160,Media,9,27/11/2020,05/07/2021,28/06/2021,10/07/2021,15/07/2021,230
SDATOOL-1060,T&C,Media,154764,Media,5,06/03/2025,09/09/2025,25/07/2025,11/08/2025,12/08/2025,159
SDATOOL-8307,FIN,Media,277097,Alta,4,01/01/2019,30/10/2019,18/09/2019,15/10/2019,25/10/2019,297
SDATOOL-7267,RCS,Media,288244,Alta,5,01/01/2019,18/11/2019,10/11/2019,18/11/2019,24/11/2019,327
SDATOOL-8756,ENG,Alta,127728,Media,2,04/02/2019,13/07/2019,18/05/2019,11/06/2019,19/06/2019,135
SDATOOL-2141,FIN,Media,142978,Baja,9,10/05/2025,05/08/2025,15/08/2025,24/08/2025,26/08/2025,108
SDATOOL-1095,CIB,Alta,150535,Media,3,21/04/2024,10/12/2024,24/11/2024,09/12/2024,10/12/2024,233
SDATOOL-9696,ENG,Baja,120050,Media,2,22/06/2020,06/03/2021,23/01/2021,12/02/2021,22/02/2021,245
SDATOOL-2481,FIN,Alta,121707,Baja,6,12/09/2024,06/12/2024,17/10/2024,05/11/2024,08/11/2024,57
SDATOOL-9619,GRM,Baja,206021,Media,8,16/10/2024,23/04/2025,07/05/2025,24/05/2025,27/05/2025,223
SDATOOL-6660,CIB,Alta,138320,Media,2,19/10/2023,11/07/2024,23/07/2024,07/08/2024,08/08/2024,294
SDATOOL-1326,CIB,Baja,382866,Alta,10,22/06/2022,09/04/2023,10/04/2023,19/04/2023,23/04/2023,305
SDATOOL-8443,CIB,Media,183391,Media,5,12/09/2022,23/05/2023,17/04/2023,09/05/2023,13/05/2023,243
SDATOOL-7613,ENG,Media,207259,Media,9,22/04/2022,11/01/2023,31/03/2023,28/04/2023,08/05/2023,381
SDATOOL-1669,CIB,Baja,178221,Media,6,31/05/2020,20/01/2021,25/12/2020,05/01/2021,13/01/2021,227
SDATOOL-8749,CIB,Media,232631,Alta,3,10/05/2023,22/04/2024,25/06/2024,18/07/2024,27/07/2024,444
SDATOOL-7437,FIN,Baja,220219,Alta,2,03/06/2022,13/04/2023,22/04/2023,09/05/2023,15/05/2023,346
SDATOOL-5970,FIN,Alta,120651,Baja,6,08/11/2019,16/01/2020,18/12/2019,31/12/2019,01/01/2020,54
SDATOOL-9523,GRM,Alta,296889,Alta,6,18/04/2021,16/01/2022,05/01/2022,17/01/2022,21/01/2022,278
SDATOOL-3374,T&C,Media,212242,Media,10,04/03/2021,25/08/2021,15/07/2021,30/07/2021,05/08/2021,154
SDATOOL-6039,ENG,Alta,237098,Media,10,01/01/2019,22/09/2019,06/08/2019,03/09/2019,12/09/2019,254
SDATOOL-3198,FIN,Media,207587,Media,9,01/01/2019,07/06/2019,29/07/2019,16/08/2019,22/08/2019,233
SDATOOL-4857,CIB,Alta,132237,Media,2,10/01/2019,19/07/2019,04/07/2019,20/07/2019,22/07/2019,193
SDATOOL-3763,CIB,Media,251148,Alta,3,13/05/2024,18/03/2025,25/02/2025,17/03/2025,24/03/2025,315
SDATOOL-6536,FIN,Media,99835,Baja,4,21/10/2023,23/01/2024,01/12/2023,30/12/2023,08/01/2024,79
SDATOOL-1688,RIC,Alta,117791,Media,1,20/10/2024,05/04/2025,23/02/2025,23/03/2025,26/03/2025,157
SDATOOL-4916,RIC,Baja,344089,Alta,9,29/05/2024,21/04/2025,07/03/2025,25/03/2025,04/04/2025,310
SDATOOL-8791,RCS,Alta,310032,Alta,7,27/06/2020,31/03/2021,13/06/2021,04/07/2021,11/07/2021,379
SDATOOL-1601,GRM,Media,141460,Baja,9,31/07/2019,27/11/2019,12/02/2020,27/02/2020,02/03/2020,215
SDATOOL-7969,CIB,Media,143770,Media,4,09/06/2019,06/12/2019,16/11/2019,30/11/2019,07/12/2019,181
SDATOOL-4270,T&C,Media,125158,Baja,8,16/02/2022,13/07/2022,22/07/2022,01/08/2022,11/08/2022,176
SDATOOL-1898,ENG,Media,281599,Alta,5,20/04/2021,28/03/2022,28/02/2022,07/03/2022,15/03/2022,329
SDATOOL-3115,ENG,Media,241583,Alta,3,19/06/2020,16/04/2021,12/04/2021,01/05/2021,02/05/2021,317
SDATOOL-1342,RCS,Media,84138,Baja,3,05/11/2022,28/02/2023,23/02/2023,17/03/2023,23/03/2023,138
SDATOOL-5560,CCS,Baja,105960,Baja,4,16/03/2020,28/07/2020,03/08/2020,11/08/2020,14/08/2020,151
SDATOOL-5423,ENG,Alta,118407,Media,1,04/08/2019,18/01/2020,06/12/2019,17/12/2019,27/12/2019,145
SDATOOL-1959,CCS,Baja,156506,Media,4,13/08/2021,28/04/2022,09/04/2022,03/05/2022,07/05/2022,267
SDATOOL-2358,FIN,Media,223898,Media,9,30/11/2022,01/05/2023,26/03/2023,20/04/2023,21/04/2023,142
SDATOOL-5898,CCS,Media,214014,Alta,2,22/02/2021,20/12/2021,05/01/2022,24/01/2022,02/02/2022,345
SDATOOL-8108,CIB,Baja,164469,Media,5,27/09/2023,10/03/2024,11/01/2024,07/02/2024,17/02/2024,143
SDATOOL-7354,T&C,Media,199745,Media,7,19/02/2023,11/09/2023,16/09/2023,29/09/2023,03/10/2023,226
SDATOOL-4955,RIC,Media,227142,Media,9,30/01/2019,20/09/2019,20/10/2019,27/10/2019,01/11/2019,275
SDATOOL-2415,GRM,Media,126959,Media,1,20/08/2024,15/04/2025,05/04/2025,26/04/2025,05/05/2025,258
SDATOOL-7523,ENG,Media,138717,Media,3,12/01/2020,09/07/2020,09/07/2020,16/07/2020,22/07/2020,192
SDATOOL-5833,GRM,Alta,202173,Alta,1,20/05/2019,14/05/2020,17/04/2020,06/05/2020,08/05/2020,354
SDATOOL-2763,FIN,Media,135280,Baja,9,19/10/2024,04/03/2025,01/05/2025,30/05/2025,06/06/2025,230
SDATOOL-4025,FIN,Media,152938,Baja,9,12/08/2024,10/12/2024,11/01/2025,27/01/2025,06/02/2025,178
SDATOOL-5201,ENG,Alta,202500,Media,8,31/08/2024,12/02/2025,15/02/2025,23/02/2025,25/02/2025,178
SDATOOL-2261,RCS,Media,295316,Alta,6,30/04/2020,01/04/2021,03/04/2021,17/04/2021,26/04/2021,361
SDATOOL-8073,ENG,Alta,310796,Alta,7,15/04/2019,06/02/2020,25/12/2019,10/01/2020,12/01/2020,272
SDATOOL-6309,T&C,Media,278954,Alta,5,14/07/2019,15/04/2020,23/04/2020,04/05/2020,08/05/2020,299
SDATOOL-4468,ENG,Alta,194571,Alta,1,03/05/2021,12/03/2022,03/02/2022,12/02/2022,13/02/2022,286
SDATOOL-3871,CCS,Baja,189266,Media,6,20/08/2022,11/04/2023,29/03/2023,10/04/2023,14/04/2023,237
SDATOOL-8708,FIN,Media,114890,Media,1,27/04/2020,20/10/2020,23/09/2020,30/09/2020,04/10/2020,160
SDATOOL-6601,CCS,Baja,297489,Alta,6,14/04/2020,09/01/2021,21/02/2021,15/03/2021,22/03/2021,342
SDATOOL-5357,ENG,Media,220191,Media,9,11/03/2020,12/11/2020,01/11/2020,20/11/2020,27/11/2020,261
SDATOOL-1017,ENG,Baja,144404,Media,3,27/09/2022,22/04/2023,26/03/2023,18/04/2023,26/04/2023,211
SDATOOL-5242,ENG,Media,179560,Media,5,12/03/2020,04/09/2020,21/07/2020,12/08/2020,13/08/2020,154
SDATOOL-6365,FIN,Alta,143023,Media,4,23/12/2024,30/06/2025,13/05/2025,04/06/2025,05/06/2025,164
SDATOOL-4077,CIB,Media,209964,Alta,1,04/02/2023,26/11/2023,28/02/2024,11/03/2024,13/03/2024,403
SDATOOL-9269,CIB,Baja,132318,Media,3,12/04/2022,20/12/2022,26/10/2022,16/11/2022,20/11/2022,222
SDATOOL-1401,RCS,Media,276070,Alta,5,09/06/2022,03/06/2023,29/08/2023,10/09/2023,13/09/2023,461
SDATOOL-1930,CCS,Media,328805,Alta,8,10/01/2023,06/11/2023,01/11/2023,17/11/2023,20/11/2023,314
SDATOOL-2875,ENG,Alta,184917,Media,6,31/03/2022,02/10/2022,29/09/2022,16/10/2022,21/10/2022,204
SDATOOL-9100,CIB,Media,113279,Baja,7,05/03/2023,07/05/2023,07/05/2023,30/05/2023,03/06/2023,90
SDATOOL-5607,RCS,Media,134008,Baja,9,01/01/2019,09/03/2019,14/04/2019,27/04/2019,07/05/2019,126
SDATOOL-7473,ENG,Alta,204015,Media,8,01/01/2019,29/06/2019,18/07/2019,04/08/2019,07/08/2019,218
SDATOOL-6958,ENG,Alta,135357,Baja,8,16/12/2021,18/04/2022,05/04/2022,13/04/2022,22/04/2022,127
SDATOOL-9575,T&C,Alta,228347,Media,9,04/07/2021,18/12/2021,09/12/2021,25/12/2021,29/12/2021,178
SDATOOL-6435,FIN,Media,186342,Media,7,06/03/2021,29/09/2021,08/09/2021,04/10/2021,08/10/2021,216
SDATOOL-9582,RIC,Media,145861,Media,4,28/08/2024,14/04/2025,08/03/2025,16/03/2025,18/03/2025,202
SDATOOL-1895,T&C,Baja,126012,Baja,7,02/01/2025,14/03/2025,13/03/2025,20/03/2025,23/03/2025,80
SDATOOL-3407,GRM,Media,142754,Baja,9,24/04/2025,27/08/2025,22/07/2025,07/08/2025,08/08/2025,106
SDATOOL-9971,RIC,Media,176177,Media,6,13/12/2021,06/06/2022,22/05/2022,11/06/2022,17/06/2022,186
SDATOOL-8138,ENG,Media,145352,Media,2,09/04/2019,27/12/2019,20/11/2019,13/12/2019,20/12/2019,255
SDATOOL-4700,RIC,Media,188216,Media,7,01/08/2020,01/03/2021,23/02/2021,12/03/2021,20/03/2021,231
SDATOOL-2303,CCS,Alta,179118,Media,5,15/06/2021,08/02/2022,15/01/2022,06/02/2022,15/02/2022,245
SDATOOL-2027,ENG,Media,87184,Baja,2,05/10/2022,13/12/2022,02/12/2022,25/12/2022,31/12/2022,87
SDATOOL-9738,FIN,Media,133068,Baja,7,19/12/2021,27/04/2022,26/03/2022,02/04/2022,09/04/2022,111
SDATOOL-5137,RIC,Media,237950,Alta,2,28/12/2023,12/10/2024,25/12/2024,21/01/2025,31/01/2025,400
SDATOOL-2867,CIB,Baja,109577,Media,1,19/02/2019,11/10/2019,15/09/2019,09/10/2019,11/10/2019,234
SDATOOL-2773,RIC,Media,212629,Alta,2,31/12/2023,25/10/2024,26/01/2025,10/02/2025,15/02/2025,412
SDATOOL-3252,RIC,Baja,151268,Baja,10,23/11/2019,24/02/2020,20/02/2020,08/03/2020,16/03/2020,114
SDATOOL-2047,T&C,Baja,184117,Media,6,11/02/2022,20/10/2022,23/09/2022,21/10/2022,27/10/2022,258
SDATOOL-6118,ENG,Media,217114,Alta,2,25/02/2023,02/01/2024,05/02/2024,19/02/2024,28/02/2024,368
SDATOOL-6326,FIN,Media,231416,Alta,2,26/10/2021,13/08/2022,04/08/2022,18/08/2022,22/08/2022,300
SDATOOL-6382,T&C,Media,293997,Alta,5,04/11/2020,09/08/2021,04/10/2021,23/10/2021,28/10/2021,358
SDATOOL-9030,RIC,Baja,113490,Baja,4,22/12/2020,25/03/2021,24/01/2021,22/02/2021,28/02/2021,68
SDATOOL-4362,GRM,Alta,149556,Media,2,20/03/2021,16/11/2021,26/10/2021,07/11/2021,11/11/2021,236
SDATOOL-2426,ENG,Alta,161708,Media,5,28/06/2024,03/03/2025,25/02/2025,05/03/2025,12/03/2025,257
SDATOOL-8069,FIN,Media,184837,Media,6,14/08/2024,26/03/2025,11/03/2025,04/04/2025,10/04/2025,239
SDATOOL-6231,FIN,Alta,128399,Media,2,28/07/2019,20/02/2020,25/01/2020,13/02/2020,20/02/2020,207
SDATOOL-3717,ENG,Media,163050,Media,4,21/12/2022,23/07/2023,14/06/2023,11/07/2023,19/07/2023,210
SDATOOL-7223,RCS,Media,207098,Media,8,15/08/2023,01/03/2024,26/03/2024,10/04/2024,16/04/2024,245
SDATOOL-5802,ENG,Baja,212592,Media,10,30/05/2022,14/01/2023,20/04/2023,01/05/2023,07/05/2023,342
SDATOOL-8225,CCS,Alta,238540,Alta,3,04/09/2022,08/08/2023,13/07/2023,07/08/2023,08/08/2023,338
SDATOOL-5765,CCS,Media,330388,Alta,7,28/05/2021,12/03/2022,04/02/2022,27/02/2022,28/02/2022,276
SDATOOL-5822,T&C,Media,210004,Media,10,19/01/2025,21/08/2025,19/08/2025,13/09/2025,17/09/2025,241
SDATOOL-3985,CIB,Alta,117788,Media,1,13/07/2022,17/01/2023,04/12/2022,15/12/2022,22/12/2022,162
SDATOOL-9944,GRM,Media,126684,Baja,6,03/06/2022,02/10/2022,30/09/2022,17/10/2022,27/10/2022,146
SDATOOL-9065,FIN,Media,181972,Media,5,21/12/2021,22/08/2022,10/08/2022,26/08/2022,28/08/2022,250
SDATOOL-6844,FIN,Alta,86205,Baja,1,21/06/2024,25/08/2024,01/08/2024,17/08/2024,20/08/2024,60
SDATOOL-6344,CIB,Media,179797,Media,7,08/10/2020,16/03/2021,10/03/2021,01/04/2021,02/04/2021,176
SDATOOL-8683,FIN,Alta,179215,Media,6,20/10/2022,24/05/2023,01/06/2023,08/06/2023,17/06/2023,240
SDATOOL-9578,RCS,Alta,168646,Media,4,14/01/2025,07/10/2025,05/08/2025,31/08/2025,09/09/2025,238
SDATOOL-9897,T&C,Alta,120520,Media,1,13/11/2022,31/07/2023,27/07/2023,10/08/2023,18/08/2023,278
SDATOOL-6930,ENG,Media,278853,Alta,5,17/01/2019,27/11/2019,01/12/2019,10/12/2019,14/12/2019,331
SDATOOL-6200,T&C,Baja,129043,Baja,8,23/11/2020,16/03/2021,27/02/2021,24/03/2021,02/04/2021,130
SDATOOL-5063,ENG,Baja,158023,Media,3,15/03/2024,09/10/2024,08/09/2024,26/09/2024,01/10/2024,200
SDATOOL-8965,GRM,Alta,80406,Baja,2,04/02/2022,13/06/2022,12/05/2022,26/05/2022,02/06/2022,118
SDATOOL-7245,ENG,Media,249874,Alta,4,26/01/2020,16/12/2020,27/12/2020,03/01/2021,12/01/2021,352
SDATOOL-5826,RIC,Media,258596,Alta,3,23/06/2023,01/05/2024,10/06/2024,30/06/2024,05/07/2024,378
SDATOOL-8467,CCS,Media,275211,Alta,4,30/07/2019,23/05/2020,24/07/2020,10/08/2020,13/08/2020,380
SDATOOL-2579,FIN,Media,272917,Alta,5,07/05/2022,27/02/2023,18/04/2023,14/05/2023,16/05/2023,374
SDATOOL-4311,T&C,Baja,277649,Alta,5,01/01/2019,05/12/2019,13/12/2019,27/12/2019,29/12/2019,362
SDATOOL-5948,ENG,Alta,222327,Alta,2,07/07/2024,14/05/2025,13/06/2025,10/07/2025,16/07/2025,374
SDATOOL-7032,FIN,Media,150384,Baja,10,22/09/2023,18/01/2024,27/01/2024,15/02/2024,24/02/2024,155
SDATOOL-9161,RIC,Baja,201739,Media,8,18/08/2020,12/03/2021,17/02/2021,27/02/2021,04/03/2021,198
SDATOOL-4229,GRM,Baja,95321,Baja,1,22/05/2022,02/10/2022,31/08/2022,12/09/2022,17/09/2022,118
SDATOOL-5763,CIB,Media,92918,Baja,1,24/03/2024,24/05/2024,12/05/2024,04/06/2024,10/06/2024,78
SDATOOL-1668,FIN,Alta,135747,Baja,10,22/08/2021,26/12/2021,26/03/2022,02/04/2022,07/04/2022,228
SDATOOL-7725,CIB,Alta,163644,Baja,10,27/07/2024,01/12/2024,12/12/2024,20/12/2024,29/12/2024,155
SDATOOL-4107,T&C,Alta,216978,Media,10,20/06/2022,06/02/2023,26/04/2023,16/05/2023,21/05/2023,335
SDATOOL-6081,CIB,Media,186073,Media,6,15/07/2020,04/03/2021,01/03/2021,11/03/2021,18/03/2021,246
SDATOOL-2234,GRM,Baja,193252,Media,8,19/04/2024,29/10/2024,27/01/2025,04/02/2025,08/02/2025,295
SDATOOL-9447,GRM,Media,257171,Alta,4,11/07/2020,01/07/2021,09/06/2021,25/06/2021,01/07/2021,355
SDATOOL-2007,CCS,Media,210730,Alta,2,20/07/2020,03/06/2021,15/05/2021,11/06/2021,14/06/2021,329
SDATOOL-4636,CCS,Alta,132024,Media,3,27/07/2022,11/02/2023,08/01/2023,22/01/2023,31/01/2023,188
SDATOOL-5546,FIN,Alta,173639,Media,6,08/10/2021,19/05/2022,20/05/2022,12/06/2022,17/06/2022,252
SDATOOL-9751,ENG,Baja,141783,Media,3,24/05/2021,30/12/2021,08/12/2021,20/12/2021,28/12/2021,218
SDATOOL-3090,RIC,Baja,239656,Media,10,01/03/2023,13/11/2023,25/11/2023,11/12/2023,12/12/2023,286
SDATOOL-5611,T&C,Media,147840,Media,2,24/06/2022,11/03/2023,08/03/2023,22/03/2023,25/03/2023,274
SDATOOL-8180,FIN,Alta,172844,Media,6,15/01/2019,10/08/2019,12/07/2019,29/07/2019,07/08/2019,204
SDATOOL-6775,ENG,Media,147663,Media,3,26/07/2024,29/03/2025,02/03/2025,10/03/2025,12/03/2025,229
SDATOOL-8984,FIN,Media,236223,Alta,3,01/01/2019,19/10/2019,30/12/2019,15/01/2020,24/01/2020,388
SDATOOL-5469,ENG,Media,197420,Alta,1,12/12/2022,20/09/2023,24/11/2023,14/12/2023,22/12/2023,375
SDATOOL-8807,CCS,Baja,217622,Alta,2,24/11/2021,21/10/2022,27/10/2022,03/11/2022,13/11/2022,354
SDATOOL-1522,RCS,Alta,147987,Baja,8,23/11/2020,12/04/2021,04/06/2021,18/06/2021,23/06/2021,212
SDATOOL-2819,CCS,Alta,217887,Media,10,06/04/2020,16/11/2020,28/12/2020,19/01/2021,27/01/2021,296
SDATOOL-2329,CIB,Baja,216618,Media,9,19/08/2021,06/03/2022,28/02/2022,19/03/2022,21/03/2022,214
SDATOOL-2108,RCS,Media,135043,Baja,10,01/01/2019,21/05/2019,09/03/2019,02/04/2019,05/04/2019,94
SDATOOL-2016,ENG,Baja,297572,Alta,6,11/08/2020,09/05/2021,16/05/2021,01/06/2021,05/06/2021,298
SDATOOL-5033,FIN,Baja,203946,Media,8,26/08/2020,22/04/2021,06/04/2021,25/04/2021,30/04/2021,247
SDATOOL-2236,FIN,Alta,130443,Baja,6,12/10/2020,03/01/2021,11/11/2020,07/12/2020,08/12/2020,57
SDATOOL-5531,ENG,Media,160349,Media,4,20/12/2022,14/07/2023,17/06/2023,24/06/2023,27/06/2023,189
SDATOOL-1427,RIC,Media,357101,Alta,9,31/08/2024,21/07/2025,09/07/2025,21/07/2025,25/07/2025,328
SDATOOL-1796,ENG,Baja,387022,Alta,10,09/08/2020,21/07/2021,13/07/2021,04/08/2021,05/08/2021,361
SDATOOL-9381,CCS,Alta,129595,Baja,8,17/05/2024,27/08/2024,21/08/2024,15/09/2024,19/09/2024,125
SDATOOL-8637,FIN,Media,179612,Media,7,12/05/2023,06/11/2023,03/11/2023,18/11/2023,20/11/2023,192
SDATOOL-1533,CCS,Alta,149826,Baja,9,24/10/2023,28/01/2024,22/03/2024,08/04/2024,17/04/2024,176
SDATOOL-5340,ENG,Media,353111,Alta,9,01/09/2023,01/07/2024,06/09/2024,20/09/2024,24/09/2024,389
SDATOOL-4024,CIB,Media,146205,Media,3,19/03/2019,13/10/2019,15/10/2019,31/10/2019,09/11/2019,235
SDATOOL-4099,FIN,Baja,195668,Media,7,07/07/2023,08/02/2024,21/01/2024,04/02/2024,07/02/2024,215
SDATOOL-4410,T&C,Media,176548,Media,7,28/02/2020,29/08/2020,09/08/2020,26/08/2020,03/09/2020,188
SDATOOL-1604,RCS,Alta,168953,Media,5,15/01/2019,17/09/2019,09/08/2019,28/08/2019,29/08/2019,226
SDATOOL-2988,FIN,Media,102356,Baja,2,03/08/2023,02/11/2023,27/09/2023,15/10/2023,25/10/2023,83
SDATOOL-7098,FIN,Media,173117,Media,5,17/09/2021,27/05/2022,05/04/2022,28/04/2022,07/05/2022,232
SDATOOL-5094,ENG,Media,99200,Baja,3,25/02/2024,15/05/2024,19/04/2024,16/05/2024,20/05/2024,85
SDATOOL-1167,CIB,Media,230242,Media,10,03/01/2020,17/09/2020,13/11/2020,09/12/2020,19/12/2020,351
SDATOOL-1643,ENG,Baja,237065,Media,10,16/04/2022,22/10/2022,27/12/2022,16/01/2023,23/01/2023,282
SDATOOL-2619,RIC,Alta,112942,Baja,5,20/10/2022,04/02/2023,01/01/2023,25/01/2023,04/02/2023,107
SDATOOL-8720,CIB,Media,190926,Media,8,31/03/2019,22/12/2019,24/12/2019,12/01/2020,14/01/2020,289
SDATOOL-5681,RCS,Media,136972,Baja,8,09/06/2023,10/10/2023,22/09/2023,14/10/2023,22/10/2023,135
SDATOOL-1844,ENG,Alta,209436,Media,8,09/07/2022,14/01/2023,03/01/2023,19/01/2023,20/01/2023,195
SDATOOL-9656,ENG,Baja,136353,Baja,7,02/06/2019,09/09/2019,16/07/2019,12/08/2019,20/08/2019,79
SDATOOL-9442,CIB,Baja,332738,Alta,7,25/08/2021,25/05/2022,02/09/2022,14/09/2022,21/09/2022,392
SDATOOL-3209,GRM,Alta,165000,Media,6,22/03/2022,30/10/2022,18/09/2022,13/10/2022,22/10/2022,214
SDATOOL-2692,GRM,Baja,137136,Media,3,14/04/2022,30/09/2022,03/09/2022,14/09/2022,23/09/2022,162
SDATOOL-4611,CIB,Alta,301978,Alta,6,21/03/2020,10/03/2021,04/02/2021,05/03/2021,15/03/2021,359
SDATOOL-2161,GRM,Alta,204037,Media,9,17/03/2021,04/11/2021,25/10/2021,03/11/2021,05/11/2021,233
SDATOOL-7173,CIB,Media,176573,Media,5,26/09/2021,08/04/2022,28/03/2022,11/04/2022,18/04/2022,204
SDATOOL-5534,CCS,Baja,169593,Media,6,05/08/2022,23/01/2023,01/01/2023,09/01/2023,13/01/2023,161
SDATOOL-2514,RIC,Media,94870,Baja,2,28/10/2023,14/02/2024,03/02/2024,03/03/2024,10/03/2024,134
SDATOOL-9358,FIN,Media,347486,Alta,9,20/09/2019,30/06/2020,09/07/2020,06/08/2020,07/08/2020,322
SDATOOL-4269,ENG,Alta,193639,Media,7,26/03/2021,18/11/2021,08/11/2021,06/12/2021,15/12/2021,264
SDATOOL-4292,RIC,Media,346692,Alta,8,18/04/2019,29/03/2020,14/03/2020,25/03/2020,31/03/2020,348
SDATOOL-9236,CIB,Alta,309322,Alta,7,12/07/2019,06/07/2020,26/08/2020,05/09/2020,06/09/2020,422
SDATOOL-3955,CCS,Media,130124,Baja,8,22/02/2023,22/05/2023,15/05/2023,30/05/2023,09/06/2023,107
SDATOOL-1921,RCS,Alta,157382,Media,5,30/01/2019,04/09/2019,06/08/2019,29/08/2019,30/08/2019,212
SDATOOL-2026,CIB,Alta,364150,Alta,10,26/02/2021,26/11/2021,22/11/2021,16/12/2021,25/12/2021,302
SDATOOL-5768,FIN,Media,91283,Baja,4,29/11/2021,02/03/2022,04/03/2022,20/03/2022,26/03/2022,117
SDATOOL-3676,GRM,Alta,133492,Baja,9,29/03/2025,05/07/2025,10/06/2025,01/07/2025,10/07/2025,103
SDATOOL-9288,GRM,Baja,113280,Media,1,25/06/2023,14/02/2024,23/01/2024,14/02/2024,15/02/2024,235
SDATOOL-2362,CIB,Media,144312,Media,4,12/07/2023,31/12/2023,07/12/2023,15/12/2023,16/12/2023,157
SDATOOL-1521,T&C,Baja,137811,Media,2,04/03/2019,15/09/2019,25/07/2019,15/08/2019,17/08/2019,166
SDATOOL-1751,ENG,Alta,153131,Media,3,17/12/2024,07/07/2025,04/07/2025,22/07/2025,28/07/2025,223
SDATOOL-7885,ENG,Baja,122030,Baja,7,10/09/2023,18/01/2024,28/12/2023,08/01/2024,10/01/2024,122
SDATOOL-7558,CIB,Media,295827,Alta,6,11/12/2022,15/10/2023,27/09/2023,17/10/2023,27/10/2023,320
SDATOOL-8178,CIB,Media,183491,Media,6,20/09/2023,30/03/2024,25/02/2024,12/03/2024,13/03/2024,175
SDATOOL-7278,CIB,Baja,124457,Baja,8,14/07/2024,02/11/2024,26/12/2024,04/01/2025,09/01/2025,179
SDATOOL-6179,FIN,Alta,272697,Alta,5,07/03/2024,19/01/2025,02/01/2025,18/01/2025,19/01/2025,318
SDATOOL-8347,FIN,Alta,160271,Media,5,29/12/2019,12/06/2020,18/06/2020,02/07/2020,12/07/2020,196
SDATOOL-4706,CIB,Media,176894,Media,6,01/01/2019,12/07/2019,06/04/2019,17/04/2019,18/04/2019,107
SDATOOL-9031,RCS,Media,304395,Alta,6,17/02/2021,12/02/2022,07/02/2022,25/02/2022,01/03/2022,377
SDATOOL-8944,FIN,Baja,229879,Alta,3,26/06/2020,13/05/2021,02/04/2021,15/04/2021,16/04/2021,294
SDATOOL-4833,ENG,Media,312993,Alta,6,12/03/2022,01/02/2023,08/02/2023,16/02/2023,18/02/2023,343
SDATOOL-1651,CCS,Media,226850,Media,10,19/07/2023,08/04/2024,17/06/2024,09/07/2024,12/07/2024,359
